,Catégorie,Nom du médicament,Espace thérapeutique,Dénomination commune internationale (DCI) / nom commun,Substance active,Numéro de produit,Sécurité du patient,Statut d'autorisation,Code ATC,Surveillance supplémentaire,Générique,Biosimilaire,Approbation conditionnelle,Circonstances exceptionnelles,Évaluation accélérée,Médecine orpheline,Date de l'autorisation de mise sur le marché,Date de refus d'autorisation de mise sur le marché,Titulaire de l'autorisation de mise sur le marché/nom de l'entreprise,Groupe pharmacothérapeutique humain,Groupe pharmacothérapeutique vétérinaire,Date de l'avis,Date de décision,Numéro de révision,État/indication,Première publication,Date de révision,URL,usage_df1,risque
10,Human,Hycamtin,Tumeurs ovariennes ; Tumeurs du col utérin ; Carcinome du poumon à petites cellules,topotecan,topotecan,EMEA/H/C/000123,no,Authorised,L01CE01,no,no,no,no,no,no,no,1996-11-12 01:00:00,,Sandoz Pharmaceuticals d.d.,Antineoplastic agents,,1996-07-17 00:00:00,2023-12-01 01:00:00,39.0,Les gélules d'Hycamtin sont indiquées en monothérapie pour le traitement des patients adultes atteints d'un cancer du poumon à petites cellules (CPPC) récidivant pour lesquels un retraitement avec le schéma thérapeutique de première intention n'est pas considéré comme approprié. Le topotécan est indiqué pour le traitement des patients atteints d'un carcinome métastatique du ovaire après échec du traitement de première intention ou ultérieur. Les gélules d'Hycamtin sont indiquées en monothérapie pour le traitement des patients adultes atteints d'un cancer du poumon à petites cellules (CPPC) récidivant pour lesquels un retraitement avec le régime de première intention n'est pas considéré comme approprié.,2018-04-23 23:09:00,2023-12-04 15:54:00,https://www.ema.europa.eu/en/medicines/human/EPAR/hycamtin,"Comment Hycamtin est-il utilisé ?
Le traitement par Hycamtin ne doit être administré que sous la surveillance d'un médecin expérimenté dans l'utilisation de la chimiothérapie. Les perfusions doivent être effectuées dans un service spécialisé en cancérologie.
La dose d’Hycamtin à utiliser dépend du type de cancer pour lequel il est utilisé, ainsi que du poids et de la taille du patient. Lorsque Hycamtin est utilisé seul pour le cancer de l'ovaire, il est administré par perfusion intraveineuse pendant 30 minutes. Pour le cancer du poumon, Hycamtin peut être administré sous forme de perfusion ou, pour les adultes, sous forme de gélules. Pour le cancer de l'ovaire et du poumon, Hycamtin est administré tous les jours pendant cinq jours avec un intervalle de trois semaines entre le début de chaque traitement. Le traitement peut se poursuivre jusqu'à ce que la maladie s'aggrave.
Lorsqu'il est utilisé avec le cisplatine dans le cancer du col de l'utérus, Hycamtin est administré en perfusion les jours 1, 2 et 3 (avec le cisplatine administré le jour 1). Ceci est répété tous les 21 jours pendant six cures ou jusqu'à ce que la maladie s'aggrave.","Quel est le risque associé à Hycamtin ?
Les effets indésirables les plus fréquemment observés sous Hycamtin (observés chez plus d'un patient sur 10) sont la neutropénie (faible nombre de globules blancs), la neutropénie fébrile (neutropénie accompagnée de fièvre), la thrombocytopénie (faible nombre de plaquettes), l'anémie (faible nombre de globules rouges). , leucopénie (faible nombre de globules blancs), nausées (envie de vomir), vomissements et diarrhée (qui peuvent tous être graves), constipation, douleurs abdominales (ventre), mucite (plaies dans la bouche), alopécie (perte de cheveux), perte de appétit (qui peut être sévère), infections, pyrexie (fièvre), asthénie (faiblesse) et fatigue (fatigue)."
11,Human,Pylobactell,Tests respiratoires ; Infections à Helicobacter,13C-urea,urea (13C),EMEA/H/C/000151,no,Authorised,V04CX,no,no,no,no,no,no,no,1998-05-07 00:00:00,,Torbet Laboratories Ireland Limited,Diagnostic agents,,,2023-07-28 00:00:00,12.0,Ce médicament est destiné uniquement à un usage diagnostique. Pour le diagnostic in vivo de l'infection gastroduodénale à Helicobacter pylori (H. pylori).,2017-03-03 02:00:00,2023-12-04 11:55:00,https://www.ema.europa.eu/en/medicines/human/EPAR/pylobactell,"Comment Pylobactell est-il utilisé ?
Pylobactell est un alcootest : des échantillons d'haleine sont prélevés dans les tubes fournis dans le kit. Ces échantillons sont ensuite envoyés pour analyse dans un laboratoire spécialisé.
Pour réaliser le test, le patient doit prélever six échantillons d'haleine, trois avant de prendre le comprimé Pylobactell et trois après. Le patient doit jeûner quatre heures avant le test afin que celui-ci soit effectué à jeun. Si le patient a mangé un repas copieux, il doit jeûner six heures avant le test.
Tout d’abord, le patient prend un « repas test » (par exemple 200 ml de jus d’orange pur non dilué). Cinq minutes plus tard, le patient prélève trois échantillons d'haleine. Après cinq minutes supplémentaires, le patient prend le comprimé de Pylobactell dissous dans l'eau. Enfin, 30 minutes plus tard (40 minutes après le repas test), le patient prélève trois autres échantillons d'haleine. Pour des informations complètes sur la manière dont le test est effectué, consultez le .","Quel est le risque associé à Pylobactell ?
Il n’y a aucun effet secondaire connu du test.
Pylobactell ne doit pas être utilisé chez les personnes susceptibles de présenter une hypersensibilité (allergie) à l'urée 13C ou à l'un des autres composants contenus dans le comprimé. Pylobactell ne doit pas être utilisé chez les patients présentant ou pouvant présenter une infection gastrique (estomac), susceptible d'interférer avec le test respiratoire."
12,Human,Fulphila,Neutropénie,pegfilgrastim,pegfilgrastim,EMEA/H/C/004915,no,Authorised,L03AA13,no,no,yes,no,no,no,no,2018-11-20 01:00:00,,Biosimilar Collaborations Ireland Limited,"Immunostimulants, ",,2018-09-19 00:00:00,2023-11-30 01:00:00,12.0,Réduction de la durée de la neutropénie et de l'incidence de la neutropénie fébrile chez les patients adultes traités par chimiothérapie cytotoxique pour tumeur maligne (à l'exception de la leucémie myéloïde chronique et des syndromes myélodysplasiques).,2018-09-21 14:01:00,2023-12-04 11:34:00,https://www.ema.europa.eu/en/medicines/human/EPAR/fulphila-0,,
13,Human,Orladeyo,"Angio-œdème, héréditaire",berotralstat,berotralstat dihydrochloride,EMEA/H/C/005138,no,Authorised,B06AC,no,no,no,no,no,no,no,2021-04-30 00:00:00,,BioCryst Ireland Limited,Other hematological agents,,2021-02-25 01:00:00,2022-12-13 01:00:00,5.0,Orladeyo est indiqué pour la prévention systématique des crises récurrentes d'angio-œdème héréditaire (AOH) chez les patients adultes et adolescents âgés de 12 ans et plus.,2021-02-24 12:18:00,2023-12-01 18:00:00,https://www.ema.europa.eu/en/medicines/human/EPAR/orladeyo,"Comment Orladeyo est-il utilisé ?
Orladeyo est disponible sous forme de gélules et ne peut être obtenu que sur ordonnance. La dose recommandée est d'une capsule de 150 mg par jour à prendre avec de la nourriture.","Quels sont les risques associés à Orladeyo ?
Les effets indésirables les plus couramment observés sous Orladeyo (qui peuvent affecter plus d’une personne sur 10) sont les maux de tête, les douleurs abdominales (ventre) et la diarrhée. Les douleurs abdominales et la diarrhée, qui peuvent survenir environ 1 à 3 mois après le début du traitement par Orladeyo, s'améliorent à mesure que le traitement se poursuit."
14,Human,Semglee,Diabète sucré,insulin glargine,insulin glargine,EMEA/H/C/004280,no,Authorised,A10AE04,no,no,yes,no,no,no,no,2018-03-23 01:00:00,,Viatris Limited,Drugs used in diabetes,,2018-01-25 01:00:00,2023-11-30 01:00:00,10.0,"Traitement du diabète sucré chez les adultes, adolescents et enfants âgés de 2 ans et plus.",2018-04-03 12:07:00,2023-12-01 17:50:00,https://www.ema.europa.eu/en/medicines/human/EPAR/semglee,"Comment Semglee est-il utilisé ?
Semglee est disponible sous forme de stylos jetables préremplis et ne peut être obtenu que sur ordonnance. Il est administré par injection sous la peau, dans le ventre, la cuisse ou le haut du bras.
Semglee est utilisé une fois par jour à la même heure chaque jour. La dose de Semglee est déterminée pour chaque patient et dépend de son taux de glycémie (sucre) et du traitement par d'autres médicaments à base d'insuline. Semglee peut également être utilisé avec des médicaments contre le diabète pris par voie orale chez les patients atteints de diabète de type 2.","Quels sont les risques associés à Semglee ?
L’effet indésirable le plus couramment observé sous Semglee (qui peut affecter plus d’une personne sur 10) est l’hypoglycémie (faible taux de glucose dans le sang). Pour la liste complète des effets secondaires et des restrictions liés à Semglee, consultez le ."
15,Human,Ogivri,Tumeurs de l'estomac ; Tumeurs du sein,trastuzumab,trastuzumab,EMEA/H/C/004916,no,Authorised,L01XC03,no,no,yes,no,no,no,no,2018-12-12 01:00:00,,Biosimilar Collaborations Ireland Limited,Antineoplastic agents,,2018-10-18 00:00:00,2023-11-30 01:00:00,11.0,"Cancer du seinCancer du sein métastatiqueOgivri est indiqué dans le traitement des patientes adultes atteintes d'un cancer du sein métastatique (MBC) HER2 positif : en monothérapie pour le traitement des patientes ayant reçu au moins deux schémas de chimiothérapie pour leur maladie métastatique. Une chimiothérapie antérieure doit avoir inclus au moins une anthracycline et un taxane, sauf si les patients ne conviennent pas à ces traitements. Les patients positifs aux récepteurs hormonaux doivent également avoir échoué au traitement hormonal, à moins que les patients ne soient pas adaptés à ces traitements en association avec le paclitaxel pour le traitement des patients qui n'ont pas reçu de chimiothérapie pour leur maladie métastatique et pour lesquels une anthracycline ne convient pas en association avec le docétaxel pour le traitement. des patientes n'ayant pas reçu de chimiothérapie pour leur maladie métastatique en association avec un inhibiteur de l'aromatase pour le traitement des patientes ménopausées atteintes d'un CSM positif aux récepteurs hormonaux, non traitées auparavant par le trastuzumab. Cancer du sein précoce                     Ogivri est indiqué pour le traitement des patientes adultes atteintes de HER2. cancer du sein précoce (EBC) positif : après une intervention chirurgicale, une chimiothérapie (néoadjuvante ou adjuvante) et une radiothérapie (le cas échéant) après une chimiothérapie adjuvante par doxorubicine et cyclophosphamide, en association avec du paclitaxel ou de la docétaxeline en association avec une chimiothérapie adjuvante composée de docétaxel et de carboplatine. en association avec chimiothérapie néoadjuvante suivie d'un traitement adjuvant par Ogivri, en cas de maladie localement avancée (y compris inflammatoire) ou de tumeurs > 2 cm de diamètre. Ogivri ne doit être utilisé que chez les patients atteints de métastases ou d'EBC dont les tumeurs présentent soit une surexpression de HER2, soit une amplification du gène HER2, comme déterminé par un test précis. et test validé.Cancer gastrique métastatiqueOgivri en association avec la capécitabine ou le 5-fluorouracile et le cisplatine est indiqué pour le traitement des patients adultes atteints d'adénocarcinome métastatique HER2 positif de l'estomac ou de la jonction gastro-œsophagienne qui n'ont pas reçu de traitement anticancéreux préalable pour leur maladie métastatique. Ogivri ne doit être utilisé que chez les patients atteints d'un cancer gastrique métastatique (MGC) dont les tumeurs présentent une surexpression de HER2 telle que définie par IHC2+ et un résultat de confirmation SISH ou FISH, ou par un résultat IHC 3+. Des méthodes d’analyse précises et validées doivent être utilisées.",2017-09-15 18:04:00,2023-12-01 17:10:00,https://www.ema.europa.eu/en/medicines/human/EPAR/ogivri,"Comment Ogivri est-il utilisé ?
Ogivri ne peut être obtenu que sur ordonnance et le traitement doit être instauré par un médecin expérimenté dans l'utilisation de médicaments anticancéreux.
Il est administré par perfusion (goutte-à-goutte) dans une veine pendant 90 minutes chaque semaine ou toutes les 3 semaines pour le cancer du sein et toutes les 3 semaines pour le cancer gastrique. Pour le cancer du sein précoce, le traitement est administré pendant un an ou jusqu'à la réapparition de la maladie, et pour le cancer du sein ou gastrique métastatique, le traitement est poursuivi aussi longtemps qu'il reste efficace. La dose dépend du poids corporel du patient, de l’affection traitée et du fait qu’Ogivri soit administré chaque semaine ou toutes les 3 semaines.","Quels sont les risques associés à Ogivri ?
La sécurité d'Ogivri a été évaluée et, sur la base de toutes les études réalisées, les effets secondaires du médicament sont considérés comme comparables à ceux du médicament de référence Herceptin. Les effets secondaires les plus courants ou les plus graves observés sous Ogivri sont des problèmes cardiaques, des réactions liées à la perfusion, une diminution des taux de cellules sanguines (en particulier de globules blancs), des infections et des problèmes pulmonaires.
Ogivri peut provoquer une cardiotoxicité (dommages au cœur), y compris une insuffisance cardiaque (lorsque le cœur ne fonctionne pas aussi bien qu'il le devrait). Des précautions doivent être prises s'il est administré à des patients qui souffrent déjà de problèmes cardiaques ou d'hypertension artérielle, et tous les patients doivent être surveillés pendant et après le traitement pour vérifier leur cœur.
Ogivri ne doit pas être utilisé chez les personnes hypersensibles (allergiques) au trastuzumab, aux protéines de souris ou à l'un des autres composants. Il ne doit pas être utilisé chez les patients dont le cancer avancé entraîne de graves problèmes respiratoires même au repos, ou qui ont besoin d'une oxygénothérapie.
Pour la liste complète des effets secondaires et des restrictions, consultez la notice."
16,Human,Kirsty (previously Kixelle),Diabète sucré,insulin aspart,insulin aspart,EMEA/H/C/004965,no,Authorised,A10AB05,yes,no,yes,no,no,no,no,2021-02-05 01:00:00,,Biosimilar Collaborations Ireland Limited,Drugs used in diabetes,,2020-12-10 01:00:00,2023-11-30 01:00:00,4.0,"Kirsty est indiqué dans le traitement du diabète sucré chez les adultes, les adolescents et les enfants âgés de 1 an et plus.",2021-03-16 15:47:00,2023-12-01 16:45:00,https://www.ema.europa.eu/en/medicines/human/EPAR/kirsty-previously-kixelle,"Comment Kirsty est-elle utilisée ?
Kirsty ne peut être obtenue que sur ordonnance. Il est administré par injection sous la peau dans le haut du bras, la cuisse, la fesse ou le ventre. Kirsty étant une insuline à action rapide, elle est généralement administrée peu de temps avant un repas ou, si cela est plus approprié, peu de temps après un repas. Kirsty est normalement utilisé en association avec une insuline à action plus longue. La dose est déterminée pour chaque patient et dépend de son poids et de sa glycémie.
Kirsty peut également être utilisée dans un système de pompe pour une perfusion continue d'insuline sous la peau ou bien, elle peut être administrée dans une veine, mais uniquement par un médecin ou une infirmière.
Un professionnel de la santé doit expliquer au patient comment utiliser correctement le médicament.
Pour plus d'informations sur l'utilisation de Kirsty, consultez la notice ou contactez votre médecin ou votre pharmacien.","Quels sont les risques associés à Kirsty ?
La sécurité de Kirsty a été évaluée et, sur la base de toutes les études réalisées, les effets secondaires du médicament sont considérés comme comparables à ceux du médicament de référence NovoRapid.
L’effet indésirable le plus couramment observé sous Kirsty (qui peut affecter plus d’une personne sur 10) est l’hypoglycémie (faible taux de glucose dans le sang) et le médicament ne doit pas être administré aux personnes dont le taux de glucose dans le sang est déjà faible."
17,Human,Dovprela (previously Pretomanid FGK),Tuberculose multirésistante,pretomanid,Pretomanid,EMEA/H/C/005167,no,Authorised,J04,yes,no,no,no,no,no,yes,2020-07-31 00:00:00,,Mylan IRE Healthcare Limited,Antimycobacterials,,2020-03-26 01:00:00,2023-11-15 01:00:00,9.0,"Dovprela est indiqué en association avec la bédaquiline et le linézolide, chez l'adulte, pour le traitement de la tuberculose (TB) pulmonaire ultrarésistante aux médicaments (XDR) ou de la tuberculose (TB) multirésistante (MDR) intolérante au traitement ou insensible. Il convient de tenir compte des directives officielles concernant l'utilisation appropriée d'agents antibactériens.",2020-08-11 11:04:00,2023-12-01 16:11:00,https://www.ema.europa.eu/en/medicines/human/EPAR/dovprela-previously-pretomanid-fgk,"Comment Pretomanid FGK est-il utilisé ?
Le médicament ne peut être obtenu que sur ordonnance. Le traitement doit être instauré et surveillé par un médecin expérimenté dans la prise en charge de la tuberculose multirésistante (MDR).","Quels sont les risques associés au Pretomanid FGK ?
Les effets secondaires les plus couramment observés sous Pretomanid FGK (qui peuvent affecter plus d'une personne sur 10) sont les nausées (envie de vomir), les vomissements et les analyses de sang montrant une augmentation des taux d'enzymes hépatiques (un signe de stress hépatique).
Pour la liste complète des effets secondaires et des restrictions de Pretomanid FGK, voir la notice."
18,Human,Adcetris,Lymphome non hodgkinien ; Maladie de Hodgkin,brentuximab vedotin,Brentuximab vedotin,EMEA/H/C/002455,no,Authorised,L01XC12,no,no,no,no,no,no,yes,2012-10-25 00:00:00,,Takeda Pharma A/S,Antineoplastic agents,,2012-07-19 00:00:00,2023-10-12 00:00:00,35.0,"Lymphome hodgkinienAdcetris est indiqué chez les patients adultes atteints d'un lymphome hodgkinien (LH) CD30+ de stade IV non traité auparavant, en association avec la doxorubicine, la vinblastine et la dacarbazine (AVD).Adcetris est indiqué dans le traitement des patients adultes atteints d'un LH CD30+ présentant un risque accru de rechute ou de progression après greffe de cellules souches autologues (ASCT). Adcetris est indiqué pour le traitement des patients adultes atteints d'un lymphome hodgkinien (LH) CD30+ en rechute ou réfractaire : après une ASCT, ou après au moins deux traitements antérieurs lorsque l'ASCT ou la chimiothérapie multi-agents ne sont pas une option de traitement. Lymphome anaplasique systémique à grandes cellules Adcetris en association avec le cyclophosphamide, la doxorubicine et la prednisone (CHP) est indiqué chez les patients adultes atteints d'un lymphome anaplasique systémique à grandes cellules (LAGCs) non traité auparavant. Adcetris est indiqué pour le traitement des patients adultes atteints d'un LAGCs en rechute ou réfractaire. lymphome cellulaire Adcetris est indiqué pour le traitement des patients adultes atteints d'un lymphome cutané à cellules T (CTCL) CD30+ après au moins un traitement systémique antérieur.",2018-07-25 13:58:00,2023-12-01 15:45:00,https://www.ema.europa.eu/en/medicines/human/EPAR/adcetris,"Comment Adcetris est-il utilisé ?
Adcetris ne peut être obtenu que sur ordonnance et doit être administré sous la surveillance d'un médecin expérimenté dans l'utilisation de traitements anticancéreux.
La dose recommandée dépend du poids corporel et du fait qu'Adcetris soit administré avec d'autres médicaments anticancéreux. Le médicament est administré par perfusion (goutte-à-goutte) de 30 minutes dans une veine toutes les 2 ou 3 semaines. Lorsqu'il est administré avec d'autres médicaments anticancéreux, les patients peuvent également recevoir un médicament pour aider à prévenir la neutropénie (faible nombre de globules blancs). Les patients doivent être surveillés pendant et après la perfusion pour détecter certains effets secondaires et ils doivent subir une formule sanguine complète (tests du nombre de cellules sanguines) avant chaque dose d'Adcetris.
Le médecin peut interrompre ou arrêter le traitement ou réduire la dose si le patient développe certains effets secondaires graves. Pour plus d'informations sur l'utilisation d'Adcetris, consultez la notice ou contactez votre médecin ou votre pharmacien.","Quels sont les risques liés à Adcetris ?
Pour la liste complète des effets secondaires et des restrictions liés à Adcetris, voir la notice.
Les effets secondaires les plus courants d'Adcetris (qui peuvent affecter plus d'une personne sur 10) comprennent les infections (y compris les infections du nez et de la gorge), la neuropathie périphérique sensorielle ou motrice (lésions nerveuses qui affectent la sensation ou le contrôle et la coordination musculaires), la fatigue, nausées (envie de vomir), diarrhée, fièvre, neutropénie (faibles taux d'un type de globules blancs), éruption cutanée, toux, vomissements, douleurs articulaires, réactions liées à la perfusion, démangeaisons, constipation, dyspnée (difficultés à respirer), perte de poids, douleurs musculaires et douleurs abdominales (ventre)."
19,Human,Otezla,"Arthrite, psoriasique ; Psoriasis",apremilast,apremilast,EMEA/H/C/003746,no,Authorised,L04AA32,no,no,no,no,no,no,no,2015-01-15 01:00:00,,Amgen Europe BV,Immunosuppressants,,,2022-07-13 00:00:00,21.0,"Arthrite psoriasiqueOtezla, seul ou en association avec des médicaments antirhumatismaux modificateurs de la maladie (ARMM), est indiqué pour le traitement de l'arthrite psoriasique active (RP) chez les patients adultes qui ont eu une réponse inadéquate ou qui ont été intolérants à un traitement de fond antérieur.PsoriasisOtezla est indiqué pour le traitement du psoriasis en plaques chronique modéré à sévère chez les patients adultes qui n'ont pas répondu, qui ont une contre-indication ou une intolérance à un autre traitement systémique, notamment la cyclosporine, le méthotrexate ou le psoralène et la lumière ultraviolette A (PUVA).",2018-08-02 13:59:00,2023-12-01 15:02:00,https://www.ema.europa.eu/en/medicines/human/EPAR/otezla,"Comment Otezla est-il utilisé ?
Otezla ne peut être obtenu que sur ordonnance et le traitement ne doit être instauré que par un médecin expérimenté dans le diagnostic et le traitement du psoriasis ou du rhumatisme psoriasique.","Quels sont les risques associés à Otezla ?
Les effets indésirables les plus fréquemment observés sous Otezla (qui peuvent affecter plus d’une personne sur 10) sont des effets sur le système digestif tels que la diarrhée et les nausées (envie de vomir). Ceux-ci surviennent généralement au cours des deux premières semaines de traitement et s’améliorent au bout de 4 semaines. Les autres effets secondaires courants (pouvant toucher jusqu’à 1 personne sur 10) sont les infections des voies respiratoires supérieures (rhume) et les maux de tête ou céphalées de tension."
20,Human,Plavix,Accident vasculaire cérébral; Maladies vasculaires périphériques ; Fibrillation auriculaire; Infarctus du myocarde; Syndrome coronarien aigu,clopidogrel,clopidogrel hydrogen sulfate,EMEA/H/C/000174,no,Authorised,B01AC04,no,no,no,no,no,no,no,1998-07-15 00:00:00,,Sanofi Winthrop Industrie,Antithrombotic agents,,1998-03-25 01:00:00,2023-07-05 00:00:00,50.0,"Prévention secondaire des événements athérothrombotiquesLe Clopidogrel est indiqué chez : les patients adultes souffrant d'un infarctus du myocarde (de quelques jours à moins de 35 jours), d'un accident vasculaire cérébral ischémique (de sept jours à moins de six mois) ou d'une maladie artérielle périphérique établie ; syndrome coronarien : syndrome coronarien aigu sans élévation du segment ST (angor instable ou infarctus du myocarde sans onde Q), y compris les patients subissant la pose d'un stent après une intervention coronarienne percutanée, en association avec de l'acide acétylsalicylique (AAS) ; infarctus aigu du myocarde, en association avec l'AAS chez les patients subissant une intervention coronarienne percutanée (y compris les patients subissant un remplacement de stent) ou les patients traités médicalement éligibles à un traitement thrombolytique/fibrinolytique. Chez les patients présentant un accident ischémique transitoire (AIT) à risque modéré à élevé ou un AVC ischémique (IS) Le clopidogrel en association avec l'AAS est indiqué chez : Patients adultes présentant un AIT à risque modéré à élevé (score ABCD2 ≥4) ou un IS mineur (NIHSS  ≤3) dans les 24 heures suivant l'événement AIT ou IS. événements athérothrombotiques et thromboemboliques dans la fibrillation auriculaireChez les patients adultes atteints de fibrillation auriculaire qui présentent au moins un facteur de risque d'événements vasculaires, ne sont pas adaptés à un traitement par antivitamines K et présentent un faible risque hémorragique, le clopidogrel est indiqué en association avec l'AAS pour le prévention des événements athérothrombotiques et thromboemboliques, y compris les accidents vasculaires cérébraux.",2018-03-22 02:00:00,2023-12-01 12:08:00,https://www.ema.europa.eu/en/medicines/human/EPAR/plavix,,
